person_id,distance_mi,time_Drive,cost_Drive,park_Drive,av_Drive,time_Carpool,cost_Carpool,park_Carpool,av_Carpool,time_TNC,cost_TNC,park_TNC,av_TNC,time_PublicTransit,cost_PublicTransit,park_PublicTransit,av_PublicTransit,time_Bike,cost_Bike,park_Bike,av_Bike,time_Walk,cost_Walk,park_Walk,av_Walk,time_ParkRide,cost_ParkRide,park_ParkRide,av_ParkRide,chosen_mode
13,2.826041852532818,9.430681735086097,0.7970557369964079,135.9510135991875,1,12.844659810013999,0.3740681181394341,67.97550679959375,1,12.774323240636043,9.0446854400586,0.0,1,24.83504247834452,3.1061907880263093,0.0,1,17.318960925853112,0.0,0.0,1,53.68992169918391,0.0,0.0,1,24.86069507346639,2.765456705745819,55.28132617920887,1,Drive
14,4.1599889829484855,12.775968160863222,1.5228954662333227,84.72352203352085,1,18.547846300504553,0.4877141788873546,42.361761016760425,1,17.05723821769852,8.568541154333833,0.0,1,28.221764240860022,2.519466741060693,0.0,1,29.14184913925989,0.0,0.0,1,77.41956409424434,0.0,0.0,0,31.000917934808967,3.3075962097258658,11.386987803563454,1,Drive
15,1.7466513481875394,7.062594723559083,0.6057027880633544,52.62701283982324,1,12.073757240324936,0.21640418213588763,26.31350641991162,1,12.2221209732763,4.7597381744207965,0.0,1,20.336021316391182,2.46859630000255,0.0,1,9.828180005449779,0.0,0.0,1,34.42145019317623,0.0,0.0,1,23.141491895019396,2.912196068422298,51.83415260688294,1,PublicTransit
16,4.724677891953117,13.329349861936898,1.1752223833251692,216.47012012860185,1,16.401183425938537,0.4099914705391597,108.23506006430092,1,17.561232932922895,10.305647358066407,0.0,1,38.34769936285621,2.8555104105335802,0.0,1,28.001148577892696,0.0,0.0,1,91.35336533469561,0.0,0.0,0,28.558891675635984,2.873202100682107,8.060558591335306,1,PublicTransit
17,3.9065734719056744,13.017292973216742,1.115512375400795,149.23445290446443,1,13.371076898083775,0.49604907406742,74.61722645223222,1,16.398025372004426,8.48455656205738,0.0,1,24.137320971909777,2.4154113421599157,0.0,1,27.52311929960908,0.0,0.0,1,67.3263109776986,0.0,0.0,0,28.465088725732507,2.5234306430027016,31.20889837396334,1,ParkRide
18,5.591686099279935,11.85937631140445,1.9291421477945527,211.8248105419247,1,19.717596354548313,0.6053580824166164,105.91240527096235,1,18.09808618910856,12.762803164181426,0.0,1,36.47676213389563,2.4919142604864173,0.0,1,36.14962172220822,0.0,0.0,1,110.73731957284171,0.0,0.0,0,35.44236713472841,3.2810874565923016,6.425630706814171,1,TNC
19,2.0555234625720358,7.1873129910040205,0.6485482821210821,72.20797852541482,1,8.357835797907857,0.24249867349294102,36.10398926270741,1,10.519218548617218,6.885792913706158,0.0,1,19.299108784626327,2.787860883446963,0.0,1,16.31089953700872,0.0,0.0,1,35.15822142834671,0.0,0.0,1,23.68506330839922,2.409823895750617,57.5507664269061,1,Drive
20,3.8408684216574933,12.023553797537888,1.105657742972893,130.8771779075688,1,17.38496683385658,0.4496356518745857,65.4385889537844,1,17.39159582377682,9.722952301532157,0.0,1,32.08418453669421,2.798133942570849,0.0,1,28.432670447986645,0.0,0.0,1,75.89600686798885,0.0,0.0,0,29.387073890857035,3.1432315419280243,43.317152618111265,1,Drive
21,5.512119590714328,13.753988407322609,1.4639784650614691,90.79399036711479,1,20.330511013195917,0.6503416015559127,45.396995183557394,1,18.948208827024917,12.943942610141464,0.0,1,31.08161658674858,2.205141599351589,0.0,1,34.92313620767575,0.0,0.0,1,135.21345737598855,0.0,0.0,0,29.302417937219964,2.8233010839506574,59.28584677362881,1,Carpool
22,6.106621375609523,17.517386674696418,1.897550625817097,85.60054962358352,1,17.994537693303265,0.7148279720308764,42.80027481179176,1,19.63924985021726,13.82338333850112,0.0,1,43.90747279320037,2.2650993962081047,0.0,1,36.8546020891206,0.0,0.0,0,119.35350313214592,0.0,0.0,0,32.56037752550326,3.288796601991593,1.4113354021983293,1,Carpool
23,5.739898377364533,13.031362176367592,1.8073171024177368,172.0599476379959,1,18.17855000096843,0.7296158300622075,86.02997381899795,1,19.8142168207369,17.158123556509366,0.0,1,30.719032048200873,3.003014739640937,0.0,1,33.127761229550956,0.0,0.0,1,113.14473992659873,0.0,0.0,0,32.01951576926066,3.240371300107813,57.64795028105113,1,Drive
24,5.040781855233737,13.03939121580111,1.7240224386460306,155.96023790710348,1,18.31276544091661,0.6322396897789356,77.98011895355174,1,18.42319062923537,11.483039225072991,0.0,1,35.15548151160037,2.591274949346567,0.0,1,36.86389722009405,0.0,0.0,1,101.68212696991313,0.0,0.0,0,33.775387632998566,2.8815866636276066,64.43348832637945,1,Drive
25,5.985467949438324,14.101470617092625,2.0148875379719082,144.73006565157763,1,19.98028138288245,0.6496489700065806,72.36503282578882,1,23.191982989642792,14.799631547184344,0.0,1,42.4355995225291,3.4576219846592613,0.0,1,40.11510167405845,0.0,0.0,1,99.7770342993612,0.0,0.0,0,37.17640339383769,2.670605150588025,59.67672307698451,1,Drive
26,6.282561782753339,17.899544965855604,1.8691652953755837,68.9263146544091,1,16.108395981381314,0.7458567914524483,34.46315732720455,1,22.656559891863505,15.762123761552557,0.0,1,36.26924988907212,3.352447933475468,0.0,1,37.455458576786434,0.0,0.0,0,117.22987155110938,0.0,0.0,0,32.19957416636281,3.5649753237113604,46.95232659611177,1,Drive
27,3.340864705513933,8.760059097581756,0.9277479563990524,74.09819904597055,1,13.678684268620017,0.4122052236571714,37.04909952298527,1,12.263911846047714,8.089971374508128,0.0,1,25.295750890646808,2.9503722493932543,0.0,1,18.745087178261475,0.0,0.0,1,66.31009023034817,0.0,0.0,0,27.23812995609494,2.7695215588557978,4.760282455302363,1,PublicTransit
28,3.156846459625583,9.764213301072639,0.9072823636468438,133.46321906613525,1,13.802173416634774,0.37533422361585045,66.73160953306763,1,14.413623602768865,8.253128355591974,0.0,1,27.50520108946458,2.639653506859552,0.0,1,21.139941419159953,0.0,0.0,1,63.83749519807437,0.0,0.0,0,22.410065201566695,3.3625712499051947,25.821845023274623,1,Drive
29,4.604008338013653,11.819713562386356,1.4424222250276744,162.95943640406486,1,17.365947672671137,0.6281377632997782,81.47971820203243,1,15.157273116971792,9.906618513113076,0.0,1,30.751528689221658,2.5524044644617785,0.0,1,33.935281427765,0.0,0.0,1,93.56772715793093,0.0,0.0,0,28.365692538617882,3.114868537883148,19.061130174269884,1,Carpool
30,5.005369468513468,12.364010885117848,1.5110073857889341,195.9901944802598,1,17.22888141207451,0.5732450052176903,97.9950972401299,1,18.118752736742557,10.889717266107482,0.0,1,33.43929375046181,2.766993372290555,0.0,1,35.56770156490535,0.0,0.0,1,110.23946521827664,0.0,0.0,0,23.70849544188241,3.210658278253164,28.963159840294587,1,Drive
31,5.834029533260185,14.666325904667707,1.6412162484597366,103.2299445415118,1,17.424927339878213,0.7854859517337476,51.6149722707559,1,16.866187003007074,9.778273803412455,0.0,1,32.27858410206226,3.3192258707563855,0.0,1,42.82437126943083,0.0,0.0,1,125.82519359442102,0.0,0.0,0,32.90356452786931,3.2049073950216376,42.439659989045424,1,Drive
32,3.2126932144569955,11.307438883121634,0.8192725151523176,100.58511613916039,1,12.873150020266076,0.41567571522798397,50.292558069580195,1,12.727443111220964,8.649461980579703,0.0,1,24.49354811049893,2.8910237776589,0.0,1,17.42859177174783,0.0,0.0,1,61.637423658644686,0.0,0.0,0,22.721890223266943,2.955035035907038,21.7788338866651,1,Drive
33,7.280816451499873,20.989666593009517,2.018676681453077,193.25078749351758,1,23.825108425861327,0.6841418802695961,96.62539374675879,1,24.23277047943208,14.492815390515029,0.0,1,42.1590740773866,2.7301067184218732,0.0,1,46.289827149856464,0.0,0.0,0,130.95832218490244,0.0,0.0,0,36.502205772986294,3.863197600529751,62.64557166386489,1,Drive
34,2.502925785061242,8.576952691013322,0.663608272150621,46.305669677173874,1,10.896626828703228,0.25783977484937337,23.152834838586937,1,10.93011850432048,6.780002083500847,0.0,1,21.65966743938453,2.6386834513761195,0.0,1,15.276165400100195,0.0,0.0,1,59.55639215559697,0.0,0.0,1,20.99590919341679,2.9176629772372578,24.163595870587876,1,Drive
35,4.7097929930719475,10.760470304906656,1.468871128138201,70.83592208550836,1,17.325648739280243,0.6416206784216896,35.41796104275418,1,18.119499501470763,11.32718256835807,0.0,1,30.627282284829384,2.563156314878077,0.0,1,26.84076236593205,0.0,0.0,1,99.3768007332358,0.0,0.0,0,28.62451915621015,2.773408633890157,59.31011063576647,1,Drive
36,5.790002651214815,15.75499936149587,1.8218684441190562,133.0799199003976,1,18.55378174718576,0.6551568768495983,66.5399599501988,1,18.246840323791975,12.41768067620272,0.0,1,32.89000737444156,2.667230258666579,0.0,1,29.0435906114985,0.0,0.0,1,105.55206610873911,0.0,0.0,0,38.56412464384368,3.164688179484107,13.602615663565308,1,Bike
37,3.9848740648607,12.57602650826335,1.1914208241265036,116.63154333176702,1,17.071595284099885,0.44177780384628107,58.31577166588351,1,15.154650316425798,10.486695706896016,0.0,1,27.317259614980355,2.888028108565865,0.0,1,27.166840414871018,0.0,0.0,1,91.54286108502622,0.0,0.0,0,25.797841764946448,2.862215768958731,36.48060315314429,1,ParkRide
38,2.156208621971942,8.830858164348616,0.6450532897619756,186.65877446716019,1,9.872240892569005,0.2482020144165911,93.32938723358009,1,13.159955577051296,6.689127144410644,0.0,1,20.39497645526204,2.4738667580439353,0.0,1,14.965612785167652,0.0,0.0,1,40.270602677625064,0.0,0.0,1,18.621235313927944,3.1759938238939656,56.590286929561195,1,Carpool
39,7.708900044259915,19.493044082645792,2.572325759579183,54.60188844115967,1,20.199060570272646,0.9281812448213501,27.300944220579836,1,21.159200642746544,15.374472507148063,0.0,1,41.21880786169882,2.673912201306547,0.0,1,44.825158822502786,0.0,0.0,0,161.5770800354718,0.0,0.0,0,40.861653357902185,3.294877453841999,52.72838258557973,1,Carpool
40,4.2964754012196575,12.130189615474075,1.380052955930079,156.78217904258133,1,17.076445889559764,0.5008938116632508,78.39108952129067,1,13.85996708294341,9.899641070244728,0.0,1,30.650805188363748,2.8026283916293484,0.0,1,24.027218459914653,0.0,0.0,1,70.05418610500793,0.0,0.0,0,26.65722997028085,3.2084270684975063,39.318924644789135,1,TNC
41,2.6706654732714052,9.136303524039626,0.7639684208136308,194.93064654452192,1,12.141460689688898,0.3554452934036782,97.46532327226096,1,11.624168047695731,8.198968269390479,0.0,1,19.675553408207687,2.796605658514714,0.0,1,16.891669266309133,0.0,0.0,1,44.28777030186161,0.0,0.0,1,24.46514360090237,2.9069325807928856,35.27313923366969,1,Carpool
42,8.886459481528611,24.14513178665668,2.8242374749240433,69.80235601323642,1,28.583969773319204,1.1460980780553218,34.90117800661821,1,25.151377839796538,17.281732561813428,0.0,1,45.09272299132633,2.9220964836562326,0.0,1,44.43538046275578,0.0,0.0,0,200.26132934235866,0.0,0.0,0,43.84147125088181,3.104131643508053,67.30624187207427,1,PublicTransit
43,13.569676458445507,33.4267146811531,3.4386446691386774,181.2057250189342,1,39.205800673502935,1.5213609671238002,90.6028625094671,1,41.04273549258595,29.467535079147563,0.0,1,67.00712387763018,2.9038052753291703,0.0,1,92.04295803834779,0.0,0.0,0,229.77231657029103,0.0,0.0,0,61.65950565966865,3.8268088129818394,68.09965511717574,1,Drive
44,9.571145265335092,26.229294900491077,3.41306634051501,187.02358351883663,1,26.14039234758521,1.2551701958192316,93.51179175941832,1,25.817590374429383,23.543216788634407,0.0,1,43.33322371477965,3.1144694175961734,0.0,1,53.49792449473193,0.0,0.0,0,225.76046224084536,0.0,0.0,0,44.11613490166935,3.7544684475468313,60.715684400825516,1,Carpool
45,1.4486622077594113,5.934389353901658,0.43314037777627235,138.25405007933534,1,8.874679498217855,0.16364815914140546,69.12702503966767,1,10.41008269799756,4.969240310221586,0.0,1,21.749993465366533,2.222183735678488,0.0,1,13.437054937718656,0.0,0.0,1,28.385673231435177,0.0,0.0,1,23.739908030935982,2.937199166773403,25.93934641247522,1,ParkRide
46,2.544537286156642,8.419181423199596,0.8152031206435064,113.18632375860021,1,12.56129434434927,0.3767714385509669,56.593161879300105,1,12.522972348697792,6.935616063287686,0.0,1,21.66613049093535,2.084141536922165,0.0,1,14.358975358922807,0.0,0.0,1,49.92249433782452,0.0,0.0,1,21.423498081705308,2.9774750849437526,10.022420885588335,1,Walk
47,9.169909500501678,24.421499596273524,3.147054688657435,102.25357627492733,1,22.391350572713314,1.02502876823451,51.12678813746366,1,26.579916263248407,20.993420087694048,0.0,1,38.37793320020608,2.6186592263553257,0.0,1,55.100759586198414,0.0,0.0,0,166.82693761789668,0.0,0.0,0,40.30063129451704,3.4183322224955703,5.6093338737872545,1,Carpool
48,8.322221609587082,22.32397269227268,2.4881094550554157,56.65481426953433,1,26.78168509791169,1.189695668147151,28.327407134767164,1,24.795352991673987,20.005815982329896,0.0,1,41.47547715135186,3.155962234634529,0.0,1,62.798434159306915,0.0,0.0,0,164.25789585315636,0.0,0.0,0,36.0674558436932,3.4257196421706766,8.57244635092593,1,Drive
49,7.489615294883436,16.427953005424445,2.0228603365369153,78.96837331158952,1,23.84868055237076,0.9109621204071647,39.48418665579476,1,23.8595069991992,16.924402116304886,0.0,1,42.21270170602687,2.9191164410031116,0.0,1,43.63584412145758,0.0,0.0,0,155.47580979143243,0.0,0.0,0,29.25685771186033,3.331637787464315,26.80292081315161,1,Drive
50,6.266752418770832,18.067106114183918,1.825754992784678,159.7917923290773,1,18.57944053423765,0.6989632685331645,79.89589616453866,1,20.959707973629165,14.6352787600136,0.0,1,39.20908738564364,2.3391939976745255,0.0,1,48.363975549362486,0.0,0.0,0,120.92107782740743,0.0,0.0,0,36.598661898497475,3.0751799318112627,62.30328235353378,1,Carpool
51,6.771343228009207,17.03044189313895,1.8477283039094454,151.4761444370136,1,22.675915892925847,0.7201203514581003,75.7380722185068,1,17.877341957485232,13.560539342629303,0.0,1,46.96578989563184,3.042222552100872,0.0,1,43.498453607244755,0.0,0.0,0,139.69905086067115,0.0,0.0,0,35.86199569156302,3.283895127744064,21.55590388860213,1,Drive
52,2.439478881348627,6.870452023104106,0.709478634426118,158.49600540919647,1,12.405734623071012,0.3200126046698689,79.24800270459824,1,13.055074100416208,7.152851359722283,0.0,1,19.86253662824093,2.532764707310707,0.0,1,16.663111584096853,0.0,0.0,1,50.966465030684155,0.0,0.0,1,24.563773115774023,2.7213752780615805,69.47768173659205,1,Drive
53,2.284241263754076,7.906478293211666,0.7143456094236196,66.41821460304594,1,11.66654532279794,0.2657494289277017,33.20910730152297,1,12.821069450070828,6.100636275962724,0.0,1,19.176870889618243,2.20995262360537,0.0,1,14.061157404657738,0.0,0.0,1,44.166601507620555,0.0,0.0,1,18.033947778494102,2.7330436728679115,27.131536724774076,1,Drive
54,6.125183750404172,15.23567799771602,1.6966238822524524,192.08233498761703,1,21.97950679951649,0.6680524339864163,96.04116749380852,1,23.06581229208133,12.240274436371015,0.0,1,36.11496891526261,3.025372422937007,0.0,1,31.149517194704824,0.0,0.0,0,116.29122620163173,0.0,0.0,0,31.24777907421731,3.1584445848276888,34.45863818645503,1,Drive
55,5.175071492147345,15.217994020628876,1.4506962328340975,40.97475842749533,1,18.30287037382963,0.52733963091538,20.487379213747666,1,19.869965474806822,10.104884145339437,0.0,1,32.85375360088125,2.8441213185872622,0.0,1,33.593648462849494,0.0,0.0,1,101.67934531580732,0.0,0.0,0,28.915345515636893,3.349508573310594,40.00856051120182,1,Drive
56,8.51291713848489,21.6687481779,2.54808729416285,76.9281540403644,1,24.992741845675663,1.1373228655089052,38.4640770201822,1,27.323344773925054,18.5160585338117,0.0,1,43.861412327742045,2.3997988506359307,0.0,1,51.683925714293835,0.0,0.0,0,176.59641347771407,0.0,0.0,0,43.145738418791716,3.40550631135923,17.335330316525265,1,Drive
57,3.251815576972835,9.730496295431278,1.0150470186288016,142.87724967191951,1,13.519451291670046,0.43099901297553145,71.43862483595976,1,14.461812889606163,8.6886679849306,0.0,1,24.26606498022944,2.770944218753368,0.0,1,24.186243851424916,0.0,0.0,1,58.45479793851464,0.0,0.0,0,22.241730500740115,2.6297924803572545,14.326343051147177,1,ParkRide
58,1.379133331001875,7.28890151825441,0.37584181659201876,120.90222698884385,1,9.113313327581047,0.14871127700298142,60.451113494421925,1,11.718284966661598,4.419285718124179,0.0,1,18.550536884132992,2.3519588549800305,0.0,1,9.93407671604349,0.0,0.0,1,28.689029772966002,0.0,0.0,1,21.259840754500512,2.7451014309758253,67.57356634201017,1,Bike
59,4.132755557894949,10.606459544124194,1.2522522418307287,129.49969731269596,1,14.272615886086948,0.3990202590896817,64.74984865634798,1,16.299428497850595,8.762971065118451,0.0,1,33.042832998705904,2.5776324542462965,0.0,1,24.333103744433195,0.0,0.0,1,98.68147222133905,0.0,0.0,0,28.102855597422558,2.9541372804177293,27.618942497362784,1,Drive
60,1.9480529303020722,7.595705383943519,0.4753637752316093,159.53383039858102,1,9.70994461352133,0.28331121575402946,79.76691519929051,1,11.77816931862128,6.233669832690426,0.0,1,19.38458967562043,2.5048395796895275,0.0,1,13.016203827036911,0.0,0.0,1,45.10360484339484,0.0,0.0,1,17.594070002723885,2.9326907870389514,11.511980107637267,1,Drive
61,5.1922921086545815,12.403268343250392,1.5847780829578273,64.30749319650718,1,19.171607602328432,0.5736969882788446,32.15374659825359,1,15.44910624436115,12.151353218391543,0.0,1,34.36436746376886,3.0921347906368504,0.0,1,38.50567434111065,0.0,0.0,1,130.91787004572862,0.0,0.0,0,26.324800806638716,2.9049231394933726,9.689251998242321,1,Drive
62,2.06140810555123,8.915793602285559,0.6411288499354018,106.30969266341586,1,11.744884625716454,0.26899892544543735,53.15484633170793,1,11.628323453872667,6.151066264590523,0.0,1,19.97497618104445,2.518106357128298,0.0,1,16.05706660216269,0.0,0.0,1,42.395228528585484,0.0,0.0,1,23.60802835423019,3.105433742335797,52.62604894455688,1,ParkRide
63,4.6175628456266775,12.74576266763909,1.1577215762684867,105.95201321996721,1,15.762821316659549,0.5610344200555465,52.97600660998361,1,18.73051851869,12.121068963725314,0.0,1,28.854160396412972,2.7878156800722738,0.0,1,32.301556962816605,0.0,0.0,1,91.9009714641857,0.0,0.0,0,28.57271948657147,2.6594711346978945,26.899573823625268,1,PublicTransit
64,3.078129593431836,11.030873262089607,0.9822020045998066,97.97968307728874,1,12.979806161863264,0.3826229933073875,48.98984153864437,1,12.005559953528664,8.768286395061814,0.0,1,21.332321218557322,2.7551352605234722,0.0,1,17.496998936556768,0.0,0.0,1,51.803828116947024,0.0,0.0,0,19.540461994493512,3.248475864822295,9.932062128042912,1,PublicTransit
65,5.852675649664755,15.132739005599511,1.938650230884689,71.00373944533398,1,20.049168413818023,0.7027208980162533,35.50186972266699,1,21.806591971752955,12.574211216725361,0.0,1,33.847593860918856,2.277975269642629,0.0,1,29.83383401992639,0.0,0.0,1,117.28573468278282,0.0,0.0,0,32.855397948550085,3.1878463502487007,40.87161806885404,1,PublicTransit
66,3.215215637656082,8.152396618658075,0.9341449973770393,121.04879348838372,1,13.703730080510404,0.46341833018937983,60.52439674419186,1,15.372367755120973,8.34203714452823,0.0,1,26.866659103756252,2.792823340914283,0.0,1,22.37035960219301,0.0,0.0,1,68.9043134526436,0.0,0.0,0,20.584049967222253,2.8504345632440766,14.326098344958387,1,Drive
67,11.117260925457083,24.632295381438325,3.302512733656451,148.81530005228768,1,27.194459350067905,1.4039767801598784,74.40765002614384,1,29.613887430576604,25.629299785469822,0.0,1,53.79540518052546,3.5277428869740506,0.0,1,66.50008329598558,0.0,0.0,0,239.60729604312596,0.0,0.0,0,43.63882834592626,3.5199205562470977,65.9185154560983,1,Carpool
68,6.2436845149366444,16.39245566742603,1.823770703758759,93.38785976158377,1,19.746484674071432,0.6735953092456193,46.693929880791885,1,20.583362934527592,15.416441025627439,0.0,1,39.52419368225869,3.1046345427211413,0.0,1,39.32211444470321,0.0,0.0,0,120.92285459524741,0.0,0.0,0,33.47567398930828,3.1621754849676,52.262584792890266,1,Drive
69,4.00162120263165,11.117622176685211,1.133992049612832,171.36178433796968,1,14.153372469940262,0.5464381185028095,85.68089216898484,1,16.18756674716038,11.127993787621044,0.0,1,29.496607221597735,2.8301337435467753,0.0,1,25.305390135450207,0.0,0.0,1,82.69028522568806,0.0,0.0,0,31.474897625900695,2.848872463575064,7.67948472692228,1,Drive
70,2.9382046064963276,9.568608058099622,1.1060984538469678,167.82077566207477,1,12.303916466790119,0.3274379451368919,83.91038783103738,1,15.31135075300381,8.26623958751783,0.0,1,24.200245433807314,2.733904904264564,0.0,1,21.323052672923556,0.0,0.0,1,65.42191655893325,0.0,0.0,1,23.502194897084525,2.934668399560172,31.868219135025395,1,PublicTransit
71,9.406066372795996,23.819679862470345,2.9948266298020583,91.51857260172497,1,27.61280846013182,1.1080460846072555,45.759286300862485,1,29.84728434558584,15.887846116169628,0.0,1,46.943656835852714,2.509578048261034,0.0,1,53.57485293036594,0.0,0.0,0,208.86335633725494,0.0,0.0,0,40.05575844328818,5.534590507968981,31.140232550235883,1,Carpool
72,2.3538818625453026,8.071672244009068,0.7862788620033048,193.20791516742946,1,10.324442268332263,0.2874946436241485,96.60395758371473,1,12.004801666374458,7.266398438303581,0.0,1,19.31724148698125,2.4858473898730864,0.0,1,18.317888588310744,0.0,0.0,1,55.918779961674005,0.0,0.0,1,22.9590085643265,2.8697897107429835,50.68209270089116,1,Bike
73,2.513477828730665,8.849714194345696,0.6554378965262897,99.01059463708086,1,12.557044941925554,0.34017725942499594,49.50529731854043,1,13.734066229658945,7.791119216828211,0.0,1,20.77374500377331,2.362253407992901,0.0,1,16.045216485937186,0.0,0.0,1,46.72031109747612,0.0,0.0,1,21.64808822160191,2.5455130264072556,52.46261247826643,1,Drive
74,2.3566740707891003,8.195082537279474,0.6362987292386983,194.1587764302306,1,10.869477420055166,0.29531531735214633,97.0793882151153,1,11.31237694124681,6.434899805897422,0.0,1,21.191357851457195,2.3594802879032177,0.0,1,15.035303592531928,0.0,0.0,1,44.051085511451,0.0,0.0,1,20.489339014872765,3.055835908689009,31.4174123825121,1,Drive
75,6.311825661544652,15.81520446159031,1.9194120137796686,136.84097364430056,1,23.612634589476006,0.7714028571266462,68.42048682215028,1,16.942236367736818,13.448856155870766,0.0,1,34.316259663784294,2.78646615419269,0.0,1,40.31874693210028,0.0,0.0,0,110.45508485816289,0.0,0.0,0,35.76398207736086,3.044744583190447,59.14757678601748,1,Drive
76,8.422890145227974,21.774570059821144,2.297463629764455,171.3824791156776,1,27.784259367003326,1.114950108614195,85.6912395578388,1,24.590362190719798,20.823444247683593,0.0,1,45.48337353985615,2.6359862474729683,0.0,1,54.79258427682077,0.0,0.0,0,203.96461990485275,0.0,0.0,0,44.98072757936495,4.215381820685439,12.752793294693046,1,Drive
77,2.8801562608606965,9.8735312997939,0.7896441182235173,175.03531687800688,1,12.800120597097347,0.336263980883921,87.51765843900344,1,13.928284222549216,6.080102242939359,0.0,1,19.2700586756726,2.6813600445211603,0.0,1,17.01921772040004,0.0,0.0,1,51.84258695617351,0.0,0.0,1,24.044181141423216,2.960126301581789,15.209540747799274,1,PublicTransit
